id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,coord1,coord2
46122,"Gare d'Oullins","12B:A",true,false,false,740,"2021-09-19 02:31:27","2021-09-19 06:00:24",841171.15811604494229,6514575.853854855522513
46128,"Parc Bourrat","17B:R",false,false,false,5121,"2021-09-19 02:31:27","2021-09-19 06:00:24",840206.912684556562454,6517333.980409434996545
420,"Charles Richard","25A:R,C26A:A",true,false,false,1102,"2021-09-19 02:31:27","2021-09-19 06:00:21",846720.692801225581206,6518517.478486773557961
47797,"Caluire - Bords de Saone","40A:R",false,false,false,10888,"2021-09-19 02:31:27","2021-09-19 06:00:25",841836.94938994362019,6523151.668511979281902
47798,"Caluire - Bords de Saone","S5A:A,S5A:R",false,false,false,10882,"2021-09-19 02:31:27","2021-09-19 06:00:25",841869.597114152624272,6523181.642939690500498
47799,"Caluire - Bords de Saone","40A:A",false,false,false,10889,"2021-09-19 02:31:27","2021-09-19 06:00:25",841892.277263269643299,6523192.159716931171715
47801,"Place des Buers","C17A:A",false,false,false,10892,"2021-09-19 02:31:27","2021-09-19 06:00:25",847000.863204101799056,6521633.240593330003321
47832,"Irigny Mairie","15F:A",false,false,false,11102,"2021-09-19 02:31:27","2021-09-19 06:00:25",841721.551685881451704,6509769.094805141910911
47837,"Montibert-Aquagaron","12B:A",false,false,false,11005,"2021-09-19 02:31:27","2021-09-19 06:00:25",837359.26540171157103,6510797.737866163253784
47838,"Montibert-Aquagaron","12B:R",false,false,false,11006,"2021-09-19 02:31:27","2021-09-19 06:00:25",837359.85005368385464,6510788.980573501437902
1529,"R.N.6 - A. Pare","29A:A,29A:R",true,false,false,1841,"2021-09-19 02:31:27","2021-09-19 06:00:22",853728.852670744294301,6514279.615610788576305
1542,"Le Gregoire","3A:A",true,false,false,1850,"2021-09-19 02:31:27","2021-09-19 06:00:22",835940.963649702491239,6525484.069981238804758
1575,"Le Rotagnier","68B:R",true,false,false,10346,"2021-09-19 02:31:27","2021-09-19 06:00:22",853565.553956966148689,6517754.130215618759394
1641,"Les Selettes","15F:R,18B:R",true,false,false,1937,"2021-09-19 02:31:27","2021-09-19 06:00:22",841775.241501526907086,6508201.406201927922666
1656,"Les Cotes","15C:A,15F:A",false,false,false,1951,"2021-09-19 02:31:27","2021-09-19 06:00:22",841852.152070696931332,6511356.971993984654546
1697,"Les Grillons","68B:R",false,false,false,1990,"2021-09-19 02:31:27","2021-09-19 06:00:22",852223.411144740064628,6518184.23365230858326
1700,"Les Hautannes","96A:A,96A:R",false,false,false,9907,"2021-09-19 02:31:27","2021-09-19 06:00:22",839663.146096466807649,6532678.968059216625988
1717,"Les Meurieres","62A:A,T36:A",true,false,false,10771,"2021-09-19 02:31:27","2021-09-19 06:00:22",851711.226103593711741,6510746.183592221699655
1718,"Les Meurieres","62A:R,T36:R",true,false,false,10772,"2021-09-19 02:31:27","2021-09-19 06:00:22",851718.262115262914449,6510751.119047502987087
1794,"Limonest Centre","21A:A,942A:A",true,false,false,2073,"2021-09-19 02:31:27","2021-09-19 06:00:22",837506.113956598914228,6527971.254636443220079
1916,"Marius Poncet","72C:R",false,false,false,10773,"2021-09-19 02:31:27","2021-09-19 06:00:22",835091.385743382386863,6519121.919927540235221
1921,"Marne Pagere","24A:R",false,false,false,10704,"2021-09-19 02:31:27","2021-09-19 06:00:22",848874.433323170873336,6517609.389337660744786
2090,"Mermoz - Moselle","PL2A:A",true,false,false,11030,"2021-09-19 02:31:27","2021-09-19 06:00:22",846396.852098419447429,6516468.591342679224908
2091,"Mermoz - Moselle","C15A:A,C15A:R",true,false,false,10177,"2021-09-19 02:31:27","2021-09-19 06:00:22",846316.184214326669462,6516500.353231880813837
2095,"Moulin à Vent","34A:A",true,false,false,10744,"2021-09-19 02:31:27","2021-09-19 06:00:22",844065.71035823575221,6516102.013508741743863
2212,"Part-Dieu Renaudel","25A:A,C13B:R,C7B:A,C9A:A",true,false,false,10700,"2021-09-19 02:31:27","2021-09-19 06:00:22",844449.685005773906596,6519284.946879167109728
2230,"Gare Part-Dieu V.Merle","328A:A",true,false,false,10454,"2021-09-19 02:31:27","2021-09-19 06:00:22",844401.850181108340621,6519754.581618816591799
2330,"Pierre Joseph Proudhon","69A:R",true,false,false,10717,"2021-09-19 02:31:27","2021-09-19 06:00:22",846956.207442013313994,6521129.686793725006282
2367,"Croix-Rousse","C13B:A,C13B:R",true,false,false,10299,"2021-09-19 02:31:27","2021-09-19 06:00:22",842385.012033526669256,6521123.165424507111311
47839,"Ecole Jacques Cartier","12B:A",false,false,false,11007,"2021-09-19 02:31:27","2021-09-19 06:00:25",837290.214176891837269,6510410.19932893756777
2495,"Pont De Lattre RD","C6C:R",true,false,false,10471,"2021-09-19 02:31:27","2021-09-19 06:00:22",842839.58276544790715,6520871.129605885595083
2496,"Pont De Lattre RD","C6C:A",true,false,false,10472,"2021-09-19 02:31:27","2021-09-19 06:00:22",842800.057947103749029,6520903.988708805292845
2556,"Quai Gillet","2A:A,2A:R,40A:A,40A:R,45B:A",true,false,false,11105,"2021-09-19 02:31:27","2021-09-19 06:00:22",840941.333749125013128,6520730.387401488609612
2560,"Quatre Chemins","147:R",true,false,false,10617,"2021-09-19 02:31:27","2021-09-19 06:00:22",831448.734211705625057,6517007.494194644503295
2579,"Republique - Reaux","28A:R",false,false,false,9768,"2021-09-19 02:31:27","2021-09-19 06:00:22",856061.584008016507141,6516494.884337201714516
2580,"Republique - Reaux","28A:A",false,false,false,9769,"2021-09-19 02:31:27","2021-09-19 06:00:22",856115.472669090144336,6516487.429911786690354
933,"Fonderie","57A:R",true,false,false,11041,"2021-09-19 02:31:27","2021-09-19 06:00:21",849071.006870166398585,6522140.707825686782598
954,"Foucaud - Picasso","57A:A",true,false,false,1435,"2021-09-19 02:31:27","2021-09-19 06:00:21",849304.720799318747595,6521195.542165601626039
988,"Gabriel Rosset","34A:R,64A:R",true,false,false,10091,"2021-09-19 02:31:27","2021-09-19 06:00:21",843045.743529015104286,6516148.814375832676888
1012,"Gare de Vaise","C14A:A",true,false,false,11075,"2021-09-19 02:31:27","2021-09-19 06:00:21",840244.619084460078739,6521781.520477293990552
1018,"Genas Place Republique","28A:R,48B:A",false,false,false,9760,"2021-09-19 02:31:27","2021-09-19 06:00:21",855278.298113517928869,6516731.377016328275204
46130,"Gare d'Oullins","78B:A",true,false,false,6210,"2021-09-19 02:31:27","2021-09-19 06:00:24",841190.503173975506797,6514559.702761501073837
46138,"Roux Rivoire","80A:A,80A:R",true,false,false,5124,"2021-09-19 02:31:27","2021-09-19 06:00:24",840052.095074079581536,6502844.708503087982535
46202,"Montessuy Gutenberg","77A:A,77A:R",true,false,false,10884,"2021-09-19 02:31:27","2021-09-19 06:00:24",843578.40764557919465,6523406.898527494631708
46212,"Pr Bernard","64A:R",false,false,false,4610,"2021-09-19 02:31:27","2021-09-19 06:00:24",843528.767377132782713,6515333.924936167895794
46222,"Hôtel de Ville L. Pradel","S12A:A,S12A:R",true,false,false,10986,"2021-09-19 02:31:27","2021-09-19 06:00:24",842721.521678621298634,6520324.101271711289883
46267,"Republique Pierre Benite","17B:R",true,false,false,5215,"2021-09-19 02:31:27","2021-09-19 06:00:24",842234.315941257518716,6513140.915315995924175
46269,"Gare de Vénissieux","93A:A",false,false,false,5284,"2021-09-19 02:31:27","2021-09-19 06:00:24",846889.197806857177056,6513634.892122103832662
46270,"Gare de Vénissieux","93A:R",false,false,false,5285,"2021-09-19 02:31:27","2021-09-19 06:00:24",846883.135249583749101,6513626.95102436747402
46312,"Parilly","112A:A,112A:R",true,false,false,5339,"2021-09-19 02:31:27","2021-09-19 06:00:24",846804.227199410554022,6515141.03283803910017
46331,"Bornicat","29A:R,48B:A,48B:R",false,false,false,5467,"2021-09-19 02:31:27","2021-09-19 06:00:24",855557.17076996830292,6515597.692191666923463
46334,"Aéroport St Exupéry -Bus","47A:A,47A:R,48B:A,48B:R",false,false,false,10014,"2021-09-19 02:31:27","2021-09-19 06:00:24",861715.579081515083089,6515359.23096255864948
46427,"Idoux","81A:R",true,false,false,5415,"2021-09-19 02:31:27","2021-09-19 06:00:24",837449.872925290255807,6500693.854064863175154
1019,"Genas Place Republique","28A:A,48B:R",false,false,false,9761,"2021-09-19 02:31:27","2021-09-19 06:00:21",855267.342745066969655,6516735.467160777188838
1026,"Danton - Republique","28A:R",false,false,false,9762,"2021-09-19 02:31:27","2021-09-19 06:00:21",855720.703186663333327,6516644.268527256324887
1285,"Kellermann","17B:A",true,false,false,10996,"2021-09-19 02:31:27","2021-09-19 06:00:22",841492.001531154382974,6514557.696933736093342
1286,"Kellermann","17B:R",true,false,false,10997,"2021-09-19 02:31:27","2021-09-19 06:00:22",841491.879893324454315,6514583.245364228263497
1315,"La Begude","39A:R,60A:R",true,false,false,5964,"2021-09-19 02:31:27","2021-09-19 06:00:22",844847.636119812144898,6510097.896566160954535
1332,"La Buissonniere","77A:A,77A:R",true,false,false,5969,"2021-09-19 02:31:27","2021-09-19 06:00:22",844950.84707063017413,6528923.016196842305362
1365,"La Croix de Solaize","39A:A,39A:R",true,false,false,9568,"2021-09-19 02:31:27","2021-09-19 06:00:22",843641.137122245854698,6506108.618755284696817
1377,"La Feuillee","31A:A,31A:R,40A:A,40A:R,PL2A:A,PL3A:A",false,false,false,10447,"2021-09-19 02:31:27","2021-09-19 06:00:22",842270.45732996519655,6520150.002301972359419
1389,"La Foret","84A:A,R2A:A",false,false,false,5995,"2021-09-19 02:31:27","2021-09-19 06:00:22",840675.954552967683412,6531098.740435806103051
1445,"La Roue","33A:R",true,false,false,6034,"2021-09-19 02:31:27","2021-09-19 06:00:22",846697.821821319987066,6526563.890945840626955
93,"Avenue de l'Industrie","76A:R",true,false,false,856,"2021-09-19 02:31:27","2021-09-19 06:00:21",849561.167349692434072,6510750.575986560434103
531,"Cite Ribaud","28A:R,68B:A,ZI5B:A",true,false,false,1174,"2021-09-19 02:31:27","2021-09-19 06:00:21",851649.350398896029219,6517533.719574104063213
910,"Feuillat Freres Lumiere","C16A:R",true,false,false,1407,"2021-09-19 02:31:27","2021-09-19 06:00:21",845733.933366336394101,6517697.174693376757205
1027,"Danton - Republique","28A:A",false,false,false,9763,"2021-09-19 02:31:27","2021-09-19 06:00:21",855663.341104463674128,6516659.146085024811327
1076,"Grandclement","C11A:R",true,false,false,9904,"2021-09-19 02:31:27","2021-09-19 06:00:21",846886.901502031600103,6519504.084741745144129
1114,"Gros Platane","40A:A,70A:A",true,false,false,9905,"2021-09-19 02:31:27","2021-09-19 06:00:21",842727.258436153642833,6528081.765319167636335
46480,"Montee de Bianne","32A:A",false,false,false,9202,"2021-09-19 02:31:27","2021-09-19 06:00:24",862104.788685309002176,6524822.536679547280073
46515,"Vieux Crepieux","S5A:A,S5A:R",false,false,false,5505,"2021-09-19 02:31:27","2021-09-19 06:00:24",845806.325091417762451,6523978.096011339686811
46593,"Parc Tete d'Or Churchill","C4A:A",false,false,false,9820,"2021-09-19 02:31:27","2021-09-19 06:00:24",843267.827572416630574,6521321.440225798636675
46601,"Antoine Roybet","29A:R,48B:A",false,false,false,5583,"2021-09-19 02:31:27","2021-09-19 06:00:24",856459.969059610040858,6517173.287619804032147
47770,"Treve Oray","77A:A,77A:R",false,false,false,10806,"2021-09-19 02:31:27","2021-09-19 06:00:25",844288.62388868117705,6529474.011179622262716
47791,"Place Morel","S12A:R",false,false,false,11073,"2021-09-19 02:31:27","2021-09-19 06:00:25",841873.719294591690414,6520755.871535265818238
47796,"Rochette Cercle d'Aviron","S5A:A",false,false,false,10881,"2021-09-19 02:31:27","2021-09-19 06:00:25",841658.226049164892174,6522913.046793925575912
47867,"Albon","40A:R,PL3A:A",false,false,false,11124,"2021-09-19 02:31:27","2021-09-19 06:00:25",842377.835094170295633,6519864.575541521422565
47873,"Z.I. Terray - Schweitzer","ZI2A:R",false,false,false,11125,"2021-09-19 02:31:27","2021-09-19 06:00:25",857718.350598788587376,6520986.228613920509815
47878,"Vaulx Louis Duclos","7A:R",false,false,false,11126,"2021-09-19 02:31:27","2021-09-19 06:00:25",849495.608126821694896,6523064.743024689145386
47879,"Puces du Canal","37A:R,7A:R",false,false,false,11109,"2021-09-19 02:31:27","2021-09-19 06:00:25",847408.831811636220664,6522355.393197821453214
1115,"Gros Platane","40A:R,70A:R",true,false,false,9906,"2021-09-19 02:31:27","2021-09-19 06:00:21",842733.201684921048582,6528075.719759171828628
1122,"Saxe - Préfecture","C9A:A,C9A:R",true,false,false,421,"2021-09-19 02:31:27","2021-09-19 06:00:21",843415.556311984430067,6519522.392291059717536
1191,"Hôtel de Ville L. Pradel","132:R,171:R,9B:R,C5A:R",true,false,false,116,"2021-09-19 02:31:27","2021-09-19 06:00:22",842815.278496406506747,6520507.67765795160085
1206,"Ile Barbe","40A:A",false,false,false,1575,"2021-09-19 02:31:27","2021-09-19 06:00:22",842177.035149781964719,6523431.543812990188599
1213,"Impasse Mathieu","C1A:A",true,false,false,1580,"2021-09-19 02:31:27","2021-09-19 06:00:22",842899.379357834812254,6522619.489266245625913
1295,"L'Aigas","98G:A",true,false,false,5956,"2021-09-19 02:31:27","2021-09-19 06:00:22",835350.487605223665014,6520448.537264058366418
1308,"Gare de Francheville","C20D:A,C20E:A",true,false,false,9764,"2021-09-19 02:31:27","2021-09-19 06:00:22",837525.021523889387026,6516625.736650855280459
1804,"Longefer","24A:A,34A:R",true,false,false,2081,"2021-09-19 02:31:27","2021-09-19 06:00:22",846185.86718564061448,6517267.688818471506238
1805,"Longefer","24A:R,34A:A",true,false,false,2080,"2021-09-19 02:31:27","2021-09-19 06:00:22",846311.956413553911261,6517353.034751493483782
1817,"Louise Michel","69A:R,C17A:A",true,false,false,10716,"2021-09-19 02:31:27","2021-09-19 06:00:22",847147.633182812831365,6521198.987827282398939
1822,"Luther King","24A:A,C17A:A",true,false,false,2095,"2021-09-19 02:31:27","2021-09-19 06:00:22",847843.326311176060699,6516480.397469202056527
1866,"Mairie du 5eme","46A:A,90B:R",true,false,false,2114,"2021-09-19 02:31:27","2021-09-19 06:00:22",839990.421148045454174,6519203.602848021313548
46603,"Reaux Roybet","29A:R,48B:A",false,false,false,5585,"2021-09-19 02:31:27","2021-09-19 06:00:24",856174.467062612529844,6516544.265050218440592
94,"Avenue de la Paix","5A:A,86A:A",true,false,false,859,"2021-09-19 02:31:27","2021-09-19 06:00:21",835844.729936004267074,6522166.801607044413686
473,"Chemin des Moulins","17B:A,C7B:A",true,false,false,1130,"2021-09-19 02:31:27","2021-09-19 06:00:21",840982.719411121564917,6512421.659533339552581
46635,"Fontaines Centre","77A:A,77A:R",false,false,false,10802,"2021-09-19 02:31:27","2021-09-19 06:00:24",843277.711191258276813,6527854.404971307143569
1303,"L'Hormet","C19A:A",true,false,false,5959,"2021-09-19 02:31:27","2021-09-19 06:00:22",840444.070627371664159,6517171.875882675871253
1444,"Rochette Cercle d'Aviron","40A:R",false,false,false,6033,"2021-09-19 02:31:27","2021-09-19 06:00:22",841480.518309918348677,6522832.027854511514306
