"id","nom","desserte","pmr","ascenseur","escalator","gid","last_update","last_update_fme"
46130,"Gare d'Oullins","78B:A",true,false,false,6210,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46138,"Roux Rivoire","80A:A,80A:R",true,false,false,5124,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46202,"Montessuy Gutenberg","77A:A,77A:R",true,false,false,10884,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46212,"Pr Bernard","64A:R",false,false,false,4610,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46222,"Hôtel de Ville L. Pradel","S12A:A,S12A:R",true,false,false,10986,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46267,"Republique Pierre Benite","17B:R",true,false,false,5215,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46269,"Gare de Vénissieux","93A:A",false,false,false,5284,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46270,"Gare de Vénissieux","93A:R",false,false,false,5285,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46312,"Parilly","112A:A,112A:R",true,false,false,5339,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46331,"Bornicat","29A:R,48B:A,48B:R",false,false,false,5467,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46334,"Aéroport St Exupéry -Bus","47A:A,47A:R,48B:A,48B:R",false,false,false,10014,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46427,"Idoux","81A:R",true,false,false,5415,"2021-09-19 02:31:27","2021-09-19 06:00:24"
1019,"Genas Place Republique","28A:A,48B:R",false,false,false,9761,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1026,"Danton - Republique","28A:R",false,false,false,9762,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1285,"Kellermann","17B:A",true,false,false,10996,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1286,"Kellermann","17B:R",true,false,false,10997,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1315,"La Begude","39A:R,60A:R",true,false,false,5964,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1332,"La Buissonniere","77A:A,77A:R",true,false,false,5969,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1365,"La Croix de Solaize","39A:A,39A:R",true,false,false,9568,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1377,"La Feuillee","31A:A,31A:R,40A:A,40A:R,PL2A:A,PL3A:A",false,false,false,10447,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1389,"La Foret","84A:A,R2A:A",false,false,false,5995,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1445,"La Roue","33A:R",true,false,false,6034,"2021-09-19 02:31:27","2021-09-19 06:00:22"
93,"Avenue de l'Industrie","76A:R",true,false,false,856,"2021-09-19 02:31:27","2021-09-19 06:00:21"
531,"Cite Ribaud","28A:R,68B:A,ZI5B:A",true,false,false,1174,"2021-09-19 02:31:27","2021-09-19 06:00:21"
910,"Feuillat Freres Lumiere","C16A:R",true,false,false,1407,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1027,"Danton - Republique","28A:A",false,false,false,9763,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1076,"Grandclement","C11A:R",true,false,false,9904,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1114,"Gros Platane","40A:A,70A:A",true,false,false,9905,"2021-09-19 02:31:27","2021-09-19 06:00:21"
46480,"Montee de Bianne","32A:A",false,false,false,9202,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46515,"Vieux Crepieux","S5A:A,S5A:R",false,false,false,5505,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46593,"Parc Tete d'Or Churchill","C4A:A",false,false,false,9820,"2021-09-19 02:31:27","2021-09-19 06:00:24"
46601,"Antoine Roybet","29A:R,48B:A",false,false,false,5583,"2021-09-19 02:31:27","2021-09-19 06:00:24"
47770,"Treve Oray","77A:A,77A:R",false,false,false,10806,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47791,"Place Morel","S12A:R",false,false,false,11073,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47796,"Rochette Cercle d'Aviron","S5A:A",false,false,false,10881,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47867,"Albon","40A:R,PL3A:A",false,false,false,11124,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47873,"Z.I. Terray - Schweitzer","ZI2A:R",false,false,false,11125,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47878,"Vaulx Louis Duclos","7A:R",false,false,false,11126,"2021-09-19 02:31:27","2021-09-19 06:00:25"
47879,"Puces du Canal","37A:R,7A:R",false,false,false,11109,"2021-09-19 02:31:27","2021-09-19 06:00:25"
1115,"Gros Platane","40A:R,70A:R",true,false,false,9906,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1122,"Saxe - Préfecture","C9A:A,C9A:R",true,false,false,421,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1191,"Hôtel de Ville L. Pradel","132:R,171:R,9B:R,C5A:R",true,false,false,116,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1206,"Ile Barbe","40A:A",false,false,false,1575,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1213,"Impasse Mathieu","C1A:A",true,false,false,1580,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1295,"L'Aigas","98G:A",true,false,false,5956,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1308,"Gare de Francheville","C20D:A,C20E:A",true,false,false,9764,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1804,"Longefer","24A:A,34A:R",true,false,false,2081,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1805,"Longefer","24A:R,34A:A",true,false,false,2080,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1817,"Louise Michel","69A:R,C17A:A",true,false,false,10716,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1822,"Luther King","24A:A,C17A:A",true,false,false,2095,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1866,"Mairie du 5eme","46A:A,90B:R",true,false,false,2114,"2021-09-19 02:31:27","2021-09-19 06:00:22"
46603,"Reaux Roybet","29A:R,48B:A",false,false,false,5585,"2021-09-19 02:31:27","2021-09-19 06:00:24"
94,"Avenue de la Paix","5A:A,86A:A",true,false,false,859,"2021-09-19 02:31:27","2021-09-19 06:00:21"
473,"Chemin des Moulins","17B:A,C7B:A",true,false,false,1130,"2021-09-19 02:31:27","2021-09-19 06:00:21"
46635,"Fontaines Centre","77A:A,77A:R",false,false,false,10802,"2021-09-19 02:31:27","2021-09-19 06:00:24"
1303,"L'Hormet","C19A:A",true,false,false,5959,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1444,"Rochette Cercle d'Aviron","40A:R",false,false,false,6033,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1446,"La Roue","33A:A",true,false,false,6035,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1479,"La Vuldy","72C:A",true,false,false,1803,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1524,"Le Broteau","18B:A",true,false,false,1834,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1747,"Les Places","73D:R,73E:R",true,false,false,6061,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1752,"Les Provences","C19A:R",true,false,false,9670,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1760,"Les Sapins","78B:A",false,false,false,6071,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1763,"Les Sources - La Romaine","C14A:A,S15A:A",true,false,false,6074,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1769,"St-Genis-les-O. Terres","72C:R",true,false,false,5166,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1771,"Les Tilleuls","20A:R,22A:R",true,false,false,6079,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1783,"Les Violettes","60A:R",false,false,false,2067,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1803,"Longchamp","37A:R,C17A:R",true,false,false,2078,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2053,"Louis Bouquet","20A:A,2A:A,71A:A,S10A:R",true,false,false,2252,"2021-09-19 02:31:27","2021-09-19 06:00:22"
47880,"Puces du Canal","37A:A,7A:A",false,false,false,11110,"2021-09-19 02:31:27","2021-09-19 06:00:25"
2111,"Nadaud - Vitriolerie","34A:A",true,false,false,9649,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2213,"Part-Dieu Renaudel","25A:R,C13B:A,C7B:R,C9A:R,T36:R",true,false,false,9767,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2619,"Rochetaillee","40A:A,70A:A",true,false,false,9909,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2620,"Rochetaillee","40A:R,70A:R",true,false,false,9910,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2653,"Fryd - Gerland","34A:R,64A:R",true,false,false,10092,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2894,"Stade Boucaud","31A:R,43A:R",true,false,false,10928,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2954,"Tassin Genetieres","72C:R",true,false,false,9991,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3070,"Vaulx Pasteur","37A:R,57A:R",true,false,false,10894,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3080,"Vaulx Place Boissier","37A:R,57A:R,C8A:A",false,false,false,11042,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3111,"Vernaison La Rossignole","78B:A",true,false,false,2939,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3118,"Veyrie","86A:A",true,false,false,2946,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3197,"ZI Schweitzer - Meyzieu","67A:A",false,false,false,10998,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3202,"ZI Schweitzer-Republique","67A:A",false,false,false,10999,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3388,"Nicolas Sicard","C21A:A",true,false,false,3032,"2021-09-19 02:31:27","2021-09-19 06:00:22"
3498,"Lionel Terray","26A:R,C15A:R,C17A:R",true,false,false,3077,"2021-09-19 02:31:27","2021-09-19 06:00:22"
10081,"St-Irenee - Cx Blanche","46A:A,49A:A,C20D:A,C20E:A",true,false,false,3073,"2021-09-19 02:31:27","2021-09-19 06:00:22"
46639,"Fontaines Petit Moulin","40A:A,70A:A",false,false,false,5724,"2021-09-19 02:31:27","2021-09-19 06:00:24"
1072,"Grand Vire","52A:R,C3A:A,C8A:R",true,false,false,1497,"2021-09-19 02:31:27","2021-09-19 06:00:21"
1388,"La Foret","84A:R,R2A:R",true,false,false,5994,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1618,"Les Balmones","21A:A",true,false,false,1915,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1774,"Les Tours","66B:R",false,false,false,6080,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1867,"Mairie du 5eme","46A:R,90B:A",true,false,false,2115,"2021-09-19 02:31:27","2021-09-19 06:00:22"
1924,"Marronniers","33A:A,70A:A,77A:A,77A:R,9B:A",true,false,false,2163,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2685,"Sathonay Gare","33A:A,77A:A,77A:R",false,false,false,9771,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2720,"Serin - Saint-Charles","C6C:R",true,false,false,10473,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2776,"St Didier Ecoles","20A:R,22A:R,23A:R,84A:R",true,false,false,2698,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2777,"St Didier Eglise","22A:A,23A:A,84A:A",true,false,false,2702,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2806,"St Genis Mairie","88B:R,C10A:A",true,false,false,2736,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2814,"St Germain Mairie","96A:A,96A:R",true,false,false,9911,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2824,"Challemel Lacour Artill.","34A:R,64A:R",true,false,false,10093,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2828,"St Just","66B:A,66B:R",true,false,false,10097,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2829,"St Just","345A:A,345A:R,90B:R",true,false,false,10768,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2835,"St Leonard","43A:A",true,false,false,2746,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2854,"St-Pierre de Vaise","19A:R,45B:R,90B:A,90B:R",true,false,false,2754,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2869,"St Priest Hôtel de Ville","C25B:A",true,false,false,6635,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2896,"Stade de Parilly","C25B:A",true,false,false,2779,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2899,"Stade des Peupliers","7A:R",true,false,false,2780,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2902,"Stade Henri Cochet","33A:A,38B:A,S5A:A",true,false,false,2783,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2907,"Stade Laurent Gerin","54A:R",false,false,false,2786,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2937,"Tabagnon","72C:A",false,false,false,2806,"2021-09-19 02:31:27","2021-09-19 06:00:22"
2941,"Tache Velin","35A:R",false,false,false,2808,"2021-09-19 02:31:27","2021-09-19 06:00:22"
